"STATION","NAME","DATE","AWND","PGTM","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-05","3.0",,"5.3","12.2","1.7",,"  310","  290","8.9","10.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-06","4.3",,"6.4","11.7","1.1",,"  310","  330","9.8","13.0"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-07","7.2",,"5.3","9.4","-1.0",,"  330","  330","13.9","19.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-08","6.8",,"1.9","8.3","-1.6",,"  340","  350","10.7","16.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-09","5.7",,"4.4","11.1","0.0",,"  340","  320","8.9","12.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-10","2.9",,"3.4","7.8","-1.0",,"   60","   50","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-11","5.8",,"4.4","7.2","1.7",,"   20","   30","10.7","14.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-12","4.0",,"3.4","7.2","-0.5",,"  170","   10","5.8","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-13","6.3",,"4.7","6.1","3.9",,"   80","   90","9.4","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-14","7.2",,"3.1","3.9","0.6",,"  320","  300","13.4","17.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-15","7.7",,"3.7","8.3","1.1",,"  310","  350","14.8","20.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-16","3.8",,"3.9","13.3","-1.0",,"  220","  220","7.6","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-17","1.8",,"6.8","10.0","1.1",,"  100","   90","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-18","5.0",,"8.3","11.1","5.0",,"  310","  320","8.9","12.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-19","6.6",,"2.8","5.0","-1.0",,"  270","  270","11.2","16.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-20","4.3",,"2.8","8.9","-1.0",,"  210","  220","7.6","11.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-21","3.2",,"6.6","13.9","1.1",,"  200","  190","8.1","10.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-22","2.1",,"6.6","12.2","0.0",,"  210","  220","6.3","8.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-23","2.5",,"8.8","13.9","7.2",,"  320","  350","5.8","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-24","3.7",,"9.2","12.8","5.0",,"  340","  350","7.2","9.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-25","6.9",,"5.8","6.1","4.4",,"   80","   90","13.0","17.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-26","3.9",,"9.4","17.2","4.4",,"  300","  290","10.3","13.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-27","3.0",,"7.3","11.7","0.6",,"   70","   60","7.2","8.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-28","3.0",,"7.1","11.7","2.8",,"  340","  330","6.7","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-29","4.2",,"6.0","10.6","1.1",,"  290","  290","11.2","14.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-30","5.2",,"4.3","7.8","-0.5",,"  350","  290","10.3","14.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-03-31","1.9",,"3.8","8.9","-2.1",,"  190","  190","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-01","4.3",,"10.1","15.6","7.8",,"  270","  270","12.5","18.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-02","6.2",,"8.9","11.7","1.1",,"  300","  290","16.1","21.0"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-03","3.3",,"5.4","12.2","-1.0",,"  190","  190","8.9","11.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-04","2.6",,"10.2","15.0","5.6",,"   80","   80","9.4","10.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-05","7.0",,"9.8","11.7","6.7",,"  100","   90","12.5","14.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-06","2.8",,"9.7","17.8","7.8",,"  340","  330","8.1","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-07","5.0",,"13.1","14.4","4.4",,"  300","  300","10.3","13.0"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-08","3.8",,"6.4","11.1","1.1",,"  200","  310","8.1","13.0"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-09","4.0",,"6.6","10.6","1.7",,"  120","   60","7.2","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-10","3.6",,"8.6","16.7","2.2",,"  200","  200","7.2","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-11","3.7",,"10.7","20.6","2.8",,"  230","  220","7.6","10.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-12","4.2",,"18.7","28.9","11.7",,"  300","  290","10.3","13.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-13","3.5",,"17.9","27.2","10.6",,"  190","  190","8.9","11.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-14","2.2",,"20.0","30.6","12.2",,"  200","  190","7.2","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-15","4.3",,"13.5","15.0","11.1",,"   70","   80","6.7","8.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-16","3.4",,"12.4","15.6","10.0",,"   70","   60","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-17","4.6",,"10.9","14.4","10.0",,"   80","   80","8.1","9.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-18","5.7",,"11.8","13.9","7.8",,"  270","  270","10.7","16.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-19","4.3",,"9.6","14.4","5.6",,"  300","  270","9.8","13.0"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-20","2.6",,"9.6","15.6","5.6",,"  220","  160","5.8","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-21","5.3",,"11.1","13.9","7.2",,"   70","   70","9.4","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-22","9.0",,"10.4","12.8","9.4",,"   70","   80","11.6","13.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-23","4.1",,"12.9","17.8","9.4",,"  320","  320","7.6","10.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-24","3.4",,"11.0","15.0","6.1",,"  210","  210","7.6","9.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-25","3.0",,"10.6","15.0","6.1",,"  170","  190","6.3","7.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-26","2.6",,"9.3","13.3","3.9",,"  220","  220","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-27","2.8",,"9.8","11.7","6.7",,"  120","  120","6.7","9.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-28","4.9",,"8.9","11.7","6.1",,"   80","   80","9.4","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-29","9.6",,"9.6","10.6","8.9",,"   80","   70","13.4","17.0"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-04-30","6.0",,"11.1","15.0","10.0",,"   80","   80","11.2","13.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-01","6.0",,"13.2","16.1","10.0",,"  220","  270","9.4","13.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-02","4.0",,"10.8","12.8","7.8",,"  220","  220","8.9","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-03","3.3",,"10.7","13.9","7.2",,"  220","  220","7.2","8.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-04","3.2",,"10.6","12.8","8.9",,"   20","   40","6.7","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-05","2.6",,"10.9","15.0","6.1",,"  140","  160","5.4","6.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-06","3.4",,"15.4","23.3","8.9",,"  300","  290","8.1","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-07","4.2",,"17.3","23.3","12.2",,"  200","  200","8.9","11.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-08","4.5",,"18.3","25.0","12.8",,"  300","  320","9.8","12.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-09","2.8",,"15.8","18.3","8.9",,"  160","  140","5.8","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-10","3.2",,"13.4","20.0","7.2",,"  210","  220","7.2","8.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-11","3.8",,"16.4","24.4","8.9",,"  220","  220","8.1","11.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-12","3.0",,"19.1","28.3","11.7",,"  220","  220","8.1","9.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-13","2.5",,"21.1","28.3","16.1",,"  210","  290","6.7","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-14","4.3",,"18.2","21.1","12.2",,"  340","  320","10.3","15.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-15","4.6",,"15.6","22.2","8.9",,"  200","  180","10.7","15.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-16","4.5",,"17.6","23.9","12.8",,"  200","  230","8.9","10.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-17","6.4",,"15.3","18.3","8.3",,"  310","  300","11.2","16.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-18","3.6",,"10.0","15.6","3.3",,"  210","  220","6.7","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-19","3.1",,"13.9","20.6","9.4",,"  190","  180","7.6","10.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-20","3.8",,"14.5","17.8","12.2",,"  170","  170","7.2","10.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-21","3.8",,"17.3","22.2","13.3",,"  340","  350","8.9","12.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-22","3.4",,"17.2","21.1","12.8",,"   50","   60","6.3","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-23","3.6",,"14.2","17.2","10.6",,"  110","  110","7.2","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-24","2.9",,"14.2","20.6","8.9",,"  340","  320","7.6","10.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-25","4.4",,"14.7","21.1","8.3",,"   10","  360","9.8","12.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-26","3.4",,"16.4","22.8","8.9",,"   10","   10","7.6","9.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-27","2.9",,"17.1","23.3","9.4",,"  190","  200","5.8","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-28","3.6",,"18.3","25.0","11.7",,"  200","  200","6.7","8.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-29","4.6",,"18.2","21.1","13.3",,"  110","  110","8.1","11.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-30","4.1",,"14.6","18.3","10.6",,"   80","   60","6.7","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-05-31","2.3",,"14.2","21.1","8.3",,"  140","   90","4.0","5.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-01","1.9",,"18.4","26.7","12.2",,"  150","  220","4.0","5.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-02","2.2",,"21.3","27.2","16.1",,"   60","   60","6.3","8.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-03","5.7",,"18.5","20.6","10.6",,"   30","   40","8.9","11.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-04","3.6",,"13.1","18.3","7.8",,"   30","   20","7.6","9.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-05","2.9",,"15.4","23.9","9.4",,"  360","  360","7.6","10.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-06","2.7",,"17.3","23.9","12.8",,"  330","  320","9.4","12.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-07","3.2",,"16.1","21.1","10.6",,"  220","  210","7.6","9.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-08","1.7",,"15.8","19.4","10.6",,"  180","  180","5.4","6.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-09","2.9",,"16.2","20.0","13.3",,"   60","   60","9.4","9.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-10","3.9",,"17.7","25.0","11.7",,"  210","  320","7.6","10.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-11","2.3",,"19.7","23.9","14.4",,"   80","   70","5.4","6.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-12","3.9",,"19.9","23.3","17.8",,"  100","  100","8.1","11.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-13","3.1",,"20.3","25.6","17.2",,"  310","  300","7.6","10.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-14","3.2",,"18.8","23.3","13.9",,"  210","  210","8.1","9.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-15","3.7",,"19.6","25.6","15.0",,"  220","  270","7.2","8.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-16","1.1",,"19.8","23.9","14.4",,"  240","  230","5.8","8.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-17","4.4",,"19.4","25.0","16.7",,"  320","  340","11.6","16.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-18","3.0",,"20.1","26.1","15.0",,"  330","  340","8.9","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-19","4.4",,"20.2","22.8","16.7",,"   90","  110","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-20","5.4",,"18.1","20.6","16.1",,"   80","   90","7.6","9.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-21","6.6",,"17.7","20.6","14.4",,"   90","  110","9.8","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-22","4.6",,"17.9","21.1","16.1",,"  100","  100","8.1","10.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-23","3.1",,"19.1","21.1","17.2",,"   80","   60","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-24","3.1",,"20.7","25.0","18.9",,"  190","  130","6.3","8.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-25","2.2",,"21.8","25.6","19.4",,"  180","  120","5.8","7.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-26","3.4",,"21.9","25.0","20.0",,"   70","  270","7.2","11.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-27","2.8",,"22.3","25.6","20.6",,"  190","  190","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-28","2.8",,"22.7","27.2","20.0",,"  300","  300","7.2","9.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-29","2.9",,"22.0","25.6","17.2",,"  190","  340","5.8","7.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-06-30","2.1",,"22.1","26.7","18.3",,"  120","   80","5.4","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-01","2.2",,"22.8","26.7","18.3",,"  190","  200","5.4","6.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-02","3.0",,"23.2","28.3","20.6",,"  200","  190","5.4","6.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-03","3.3",,"25.1","30.6","21.7",,"  210","  220","6.7","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-04","1.7",,"23.7","26.7","21.1",,"   30","   30","10.7","13.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-05","2.2",,"24.3","31.1","20.6",,"  190","  200","5.8","8.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-06","2.6",,"26.5","31.1","21.7",,"  200","  200","6.3","7.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-07","2.6",,"24.7","26.7","21.7",,"   80","   90","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-08","2.2",,"24.4","27.8","22.8",,"  100","  100","5.8","6.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-09","3.8",,"24.7","27.8","22.8",,"   90","   90","7.6","10.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-10","3.9",,"24.7","28.9","21.1",,"   80","   90","8.9","10.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-11","3.6",,"24.5","31.1","18.3",,"  220","  220","7.2","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-12","2.3",,"26.8","33.3","21.1",,"  210","  220","5.4","6.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-13","3.4",,"26.6","31.1","22.2",,"  180","  200","8.1","10.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-14","3.9",,"24.2","26.7","21.1",,"  100","  100","7.2","9.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-15","2.6",,"25.5","28.9","22.2",,"  170","  140","5.4","8.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-16","2.7",,"25.4","26.1","23.3",,"  190","  190","9.4","12.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-17","2.4",,"25.9","30.6","22.8",,"  170","  170","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-18","2.2",,"25.0","28.9","21.7",,"  210","  200","13.4","22.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-19","2.6",,"24.2","26.1","21.1",,"  220","  220","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-20","2.8",,"24.6","28.3","20.6",,"  120","  120","5.8","7.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-21","3.0",,"24.7","27.2","21.7",,"  190","  190","7.2","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-22","3.3",,"24.2","28.9","19.4",,"  310","  310","7.2","10.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-23","3.3",,"24.6","29.4","18.3",,"  160","  170","7.2","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-24","3.3",,"26.1","30.0","21.7",,"  190","  190","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-25","3.0",,"25.1","29.4","20.0",,"  290","  290","14.8","19.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-26","3.1",,"23.2","31.1","18.3",,"  200","  200","7.2","9.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-27","4.7",,"27.3","32.2","23.3",,"  310","  300","13.4","19.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-28","2.4",,"26.9","32.8","22.8",,"  200","  200","6.3","8.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-29","4.4",,"27.7","31.7","19.4",,"  290","  290","14.8","19.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-30","3.7",,"22.1","26.1","17.2",,"  340","  320","8.1","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-07-31","2.3",,"21.8","27.8","15.6",,"  340","  340","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-01","3.2",,"22.8","26.7","17.8",,"  350","  310","6.7","8.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-02","3.8",,"20.4","25.0","15.0",,"  210","  220","6.3","7.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-03","3.9",,"22.3","26.1","16.1",,"  190","  200","7.6","10.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-04","5.3",,"23.3","26.1","21.7",,"  220","  220","8.1","10.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-05","2.6",,"24.1","27.8","20.6",,"  210","  210","5.8","6.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-06","3.0",,"23.6","27.8","18.3",,"  200","  200","5.8","7.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-07","4.0",,"23.4","26.1","21.7",,"  180","  200","8.9","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-08","4.5",,"24.5","28.3","21.7",,"  290","  290","11.2","16.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-09","4.6",,"24.6","30.0","20.6",,"  300","  300","9.8","12.1"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-10","2.1",,"22.8","25.0","18.9",,"  200","  190","6.7","8.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-11","3.5",,"23.0","30.0","18.3",,"  220","  230","8.9","10.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-12","3.0",,"22.5","26.7","17.8",,"  340","  340","8.9","13.0"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-13","3.2",,"24.6","31.7","20.0",,"  210","  210","9.8","12.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-14","1.8",,"24.2","28.3","19.4",,"  200","  180","4.0","4.9"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-15","5.1",,"22.6","23.3","20.0",,"   90","   90","11.6","13.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-16","3.9",,"21.9","23.9","20.0",,"   90","   90","6.7","8.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-17","4.5",,"21.9","23.9","20.6",,"   90","   90","7.6","9.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-18","5.3",,"23.6","28.3","19.4",,"  220","  220","13.0","18.3"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-19","3.7",,"21.4","26.1","16.1",,"  280","  280","7.6","10.7"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-20","2.7",,"22.2","28.3","15.6",,"  220","  220","7.6","8.5"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-21","2.4",,"24.5","29.4","20.6",,"  330","  320","7.2","9.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-22","4.3",,"23.1","26.7","18.3",,"   40","   40","8.1","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-23","3.6",,"20.5","24.4","16.1",,"   20","   30","5.8","7.2"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-24","3.9",,"20.9","22.2","18.9",,"  170","  170","7.6","9.8"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-25","5.1",,"22.0","23.3","21.1",,"  200","  190","9.4","11.6"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-26","1.5",,"23.8","28.3","21.1",,"  200","  200","4.5","5.4"
"USW00094702","IGOR I SIKORSKY MEMORIAL AIRPORT, CT US","2023-08-27","2.5",,"23.4","27.2","18.9",,"  210","  230","5.4","6.7"
